session_id,user_id,地点/场景,身体状态标签,心情状态标签,口味偏好,冷热偏好,饮食限制,推荐方向
S681,U681,地铁/公交/车站,困倦,平静,清爽、果香,热饮,低糖,低糖热饮清爽果香型
S682,U682,商场/商业街,疲劳,烦躁,清爽、气泡感,热饮,低刺激,低刺激热饮清爽气泡感型
S683,U683,地铁/公交/车站,良好,紧张,花香、清爽,热饮,低刺激,低刺激热饮清爽花香型
S684,U684,图书馆/自习室、地铁/公交/车站,困倦,平静,咖啡香、苦感、清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽咖啡香型
S685,U685,商场/商业街,疲劳,烦躁,清爽,冷饮,低糖,低糖冷饮清爽型
S686,U686,图书馆/自习室、地铁/公交/车站,困倦,烦躁,清爽、果香,冷饮,低糖,低糖冷饮清爽果香型
S687,U687,健身房/运动场,疲劳、口渴,开心,清爽、果香,冷饮,低糖,低糖冷饮清爽果香型
S688,U688,地铁/公交/车站,良好,烦躁,清爽,常温,低刺激,低刺激常温清爽型
S689,U689,公园/户外,困倦、感觉有点冷,低落,奶香,热饮,低刺激、咖啡因敏感慎用,低刺激热饮奶香型
S690,U690,图书馆/自习室,疲劳,低落,奶香、甜感,热饮,,热饮奶香甜感型
S691,U691,地铁/公交/车站,困倦,紧张,清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽型
S692,U692,学校/教学楼、地铁/公交/车站,困倦,烦躁,清爽、果香、气泡感,热饮,低糖,低糖热饮清爽果香型
S693,U693,学校/教学楼,困倦,平静,茶香、清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽茶香型
S694,U694,图书馆/自习室,良好,低落,花香、清爽,热饮,低刺激、乳糖不耐慎用,低刺激热饮清爽花香型
S695,U695,地铁/公交/车站,困倦,开心,清爽,冷饮,乳糖不耐慎用,乳糖不耐慎用冷饮清爽型
S696,U696,学校/教学楼,困倦,平静,清爽,热饮,低糖,低糖热饮清爽型
S697,U697,地铁/公交/车站,困倦,开心,清爽,热饮,低糖,低糖热饮清爽型
S698,U698,公园/户外,疲劳、感觉有点冷,平静,奶香,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮奶香型
S699,U699,地铁/公交/车站,良好,平静,茶香、果香,冷饮,低糖,低糖冷饮茶香果香型
S700,U700,图书馆/自习室,疲劳,烦躁,清爽,热饮,低糖,低糖热饮清爽型
S701,U701,图书馆/自习室,良好,紧张,清爽,常温,低糖、低刺激、咖啡因敏感慎用,低糖常温清爽型
S702,U702,学校/教学楼、地铁/公交/车站,困倦,平静,茶香、清爽,冷饮,,冷饮清爽茶香型
S703,U703,学校/教学楼、地铁/公交/车站,困倦,平静,清爽,冷饮,低糖,低糖冷饮清爽型
S704,U704,地铁/公交/车站,疲劳,烦躁,咖啡香、苦感、清爽,热饮,,热饮清爽咖啡香型
S705,U705,商场/商业街,疲劳,平静,清爽、气泡感,热饮,低刺激,低刺激热饮清爽气泡感型
S706,U706,商场/商业街,疲劳,烦躁,茶香、果香、苦感,热饮,低刺激,低刺激热饮茶香果香型
S707,U707,图书馆/自习室、地铁/公交/车站,疲劳,平静,清爽,热饮,,热饮清爽型
S708,U708,学校/教学楼,困倦,烦躁,清爽,冷饮,低糖,低糖冷饮清爽型
S709,U709,地铁/公交/车站,良好,平静,清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽型
S710,U710,地铁/公交/车站,困倦,紧张,咖啡香、苦感、清爽,冷饮,低糖,低糖冷饮清爽咖啡香型
S711,U711,地铁/公交/车站,疲劳,平静,茶香、咖啡香、甜感,冷饮,乳糖不耐慎用,乳糖不耐慎用冷饮茶香咖啡香型
S712,U712,地铁/公交/车站,疲劳,烦躁,茶香、果香,热饮,低刺激,低刺激热饮茶香果香型
S713,U713,商场/商业街,疲劳,平静,清爽、气泡感,热饮,低刺激,低刺激热饮清爽气泡感型
S714,U714,地铁/公交/车站,困倦,烦躁,咖啡香、苦感、清爽,热饮,低糖,低糖热饮清爽咖啡香型
S715,U715,商场/商业街、公园/户外,疲劳、感觉有点热,开心,清爽,冷饮,低糖,低糖冷饮清爽型
S716,U716,地铁/公交/车站、公园/户外,疲劳、感觉有点冷,平静,茶香、清爽,热饮,低刺激,低刺激热饮清爽茶香型
S717,U717,地铁/公交/车站,疲劳,开心,清爽,热饮,乳糖不耐慎用,乳糖不耐慎用热饮清爽型
S718,U718,公园/户外,感觉有点冷,平静,清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽型
S719,U719,地铁/公交/车站、公园/户外,困倦、感觉有点冷,平静,花香,热饮,低刺激,低刺激热饮花香型
S720,U720,图书馆/自习室,疲劳,烦躁,奶香,热饮,低刺激,低刺激热饮奶香型
S721,U721,图书馆/自习室,疲劳,平静,奶香,热饮,乳糖不耐慎用,乳糖不耐慎用热饮奶香型
S722,U722,图书馆/自习室,良好,平静,茶香、清爽,热饮,低刺激,低刺激热饮清爽茶香型
S723,U723,地铁/公交/车站,疲劳,烦躁,清爽,冷饮,低糖,低糖冷饮清爽型
S724,U724,学校/教学楼,困倦,烦躁,清爽、酸感,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽酸感型
S725,U725,图书馆/自习室,良好,平静,果香、清爽,热饮,低糖、低刺激,低糖热饮清爽果香型
S726,U726,图书馆/自习室,良好,平静,茶香、花香、清爽,热饮,低刺激,低刺激热饮清爽茶香型
S727,U727,图书馆/自习室、地铁/公交/车站,良好,紧张,果香、清爽,热饮,低糖、乳糖不耐慎用,低糖热饮清爽果香型
S728,U728,地铁/公交/车站、公园/户外,困倦、感觉有点热,开心,茶香、果香,冷饮,,冷饮茶香果香型
S729,U729,地铁/公交/车站,疲劳,低落,茶香、清爽,热饮,低刺激,低刺激热饮清爽茶香型
S730,U730,图书馆/自习室,困倦,开心,奶香、甜感,冷饮,低糖,低糖冷饮奶香甜感型
S731,U731,地铁/公交/车站,良好,平静,花香、清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽花香型
S732,U732,公园/户外,疲劳、感觉有点热,烦躁,清爽、果香,热饮,低刺激,低刺激热饮清爽果香型
S733,U733,图书馆/自习室,良好,平静,清爽、奶香,常温,低刺激、咖啡因敏感慎用,低刺激常温清爽奶香型
S734,U734,图书馆/自习室,困倦,烦躁,奶香、清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽奶香型
S735,U735,图书馆/自习室,困倦,平静,花香,热饮,低刺激,低刺激热饮花香型
S736,U736,学校/教学楼,困倦,烦躁,咖啡香、苦感、清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽咖啡香型
S737,U737,图书馆/自习室,困倦,紧张,咖啡香、苦感、清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽咖啡香型
S738,U738,图书馆/自习室、地铁/公交/车站,疲劳,烦躁,花香、甜感,冷饮,,冷饮花香甜感型
S739,U739,商场/商业街,困倦,开心,茶香、甜感,常温,乳糖不耐慎用,乳糖不耐慎用常温茶香甜感型
S740,U740,地铁/公交/车站,良好,平静,茶香、清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽茶香型
S741,U741,图书馆/自习室、地铁/公交/车站,疲劳,平静,花香、清爽,热饮,低刺激,低刺激热饮清爽花香型
S742,U742,图书馆/自习室,良好,平静,清爽,热饮,低刺激,低刺激热饮清爽型
S743,U743,地铁/公交/车站、公园/户外,感觉有点冷,平静,花香、清爽,热饮,低糖、低刺激、咖啡因敏感慎用,低糖热饮清爽花香型
S744,U744,健身房/运动场、商场/商业街,疲劳、口渴,烦躁,清爽、果香,热饮,低刺激,低刺激热饮清爽果香型
S745,U745,图书馆/自习室、地铁/公交/车站,疲劳,低落,花香、清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽花香型
S746,U746,商场/商业街,困倦,平静,茶香、甜感,冷饮,,冷饮茶香甜感型
S747,U747,地铁/公交/车站,困倦,烦躁,清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽型
S748,U748,图书馆/自习室,良好,平静,花香、清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽花香型
S749,U749,地铁/公交/车站,困倦,烦躁,奶香、甜感,冷饮,乳糖不耐慎用,乳糖不耐慎用冷饮奶香甜感型
S750,U750,地铁/公交/车站,疲劳,烦躁,果香、酸感、清爽,冷饮,,冷饮清爽果香型
S751,U751,图书馆/自习室,良好,低落,花香、清爽,热饮,低刺激,低刺激热饮清爽花香型
S752,U752,图书馆/自习室,疲劳,平静,茶香、清爽,常温,低刺激,低刺激常温清爽茶香型
S753,U753,商场/商业街、地铁/公交/车站,疲劳,开心,清爽、奶香、气泡感,热饮,低刺激,低刺激热饮清爽奶香型
S754,U754,地铁/公交/车站、公园/户外,感觉有点冷,平静,花香、清爽,热饮,低糖、乳糖不耐慎用,低糖热饮清爽花香型
S755,U755,图书馆/自习室,困倦,紧张,清爽、茶香,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽茶香型
S756,U756,图书馆/自习室,良好,平静,清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽型
S757,U757,健身房/运动场,疲劳、口渴,开心,清爽、茶香、果香,冷饮,低刺激,低刺激冷饮清爽茶香型
S758,U758,地铁/公交/车站,良好,平静,清爽,热饮,低刺激,低刺激热饮清爽型
S759,U759,图书馆/自习室、地铁/公交/车站,困倦,平静,清爽、果香、酸感,热饮,低糖,低糖热饮清爽果香型
S760,U760,图书馆/自习室,良好,平静,花香、清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽花香型
S761,U761,健身房/运动场,口渴、疲劳,开心,清爽,热饮,低糖、低刺激,低糖热饮清爽型
S762,U762,地铁/公交/车站,疲劳,烦躁,果香、酸感、清爽,热饮,低刺激,低刺激热饮清爽果香型
S763,U763,图书馆/自习室,良好,紧张,花香、清爽,热饮,乳糖不耐慎用,乳糖不耐慎用热饮清爽花香型
S764,U764,图书馆/自习室,困倦,烦躁,清爽,冷饮,乳糖不耐慎用,乳糖不耐慎用冷饮清爽型
S765,U765,图书馆/自习室,疲劳,平静,奶香、花香、清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽奶香型
S766,U766,商场/商业街、地铁/公交/车站,困倦,开心,咖啡香、苦感,热饮,乳糖不耐慎用,乳糖不耐慎用热饮咖啡香苦感型
S767,U767,地铁/公交/车站,良好,烦躁,奶香,热饮,低刺激、乳糖不耐慎用,低刺激热饮奶香型
S768,U768,地铁/公交/车站,疲劳,平静,咖啡香、苦感,热饮,低糖,低糖热饮咖啡香苦感型
S769,U769,图书馆/自习室、地铁/公交/车站,疲劳,烦躁,花香、清爽,热饮,,热饮清爽花香型
S770,U770,地铁/公交/车站,良好,紧张,清爽,热饮,低糖、低刺激、咖啡因敏感慎用,低糖热饮清爽型
S771,U771,图书馆/自习室,困倦,平静,奶香、茶香,热饮,,热饮茶香奶香型
S772,U772,地铁/公交/车站,疲劳,烦躁,清爽、气泡感,常温,低刺激,低刺激常温清爽气泡感型
S773,U773,学校/教学楼,困倦,平静,清爽、茶香,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽茶香型
S774,U774,图书馆/自习室、地铁/公交/车站,疲劳,烦躁,茶香、清爽,热饮,乳糖不耐慎用,乳糖不耐慎用热饮清爽茶香型
S775,U775,地铁/公交/车站,困倦,烦躁,奶香、甜感,热饮,,热饮奶香甜感型
S776,U776,地铁/公交/车站,疲劳,烦躁,咖啡香、苦感、清爽,冷饮,低糖,低糖冷饮清爽咖啡香型
S777,U777,学校/教学楼,疲劳,平静,清爽、茶香,冷饮,低糖,低糖冷饮清爽茶香型
S778,U778,图书馆/自习室,困倦,平静,咖啡香、苦感,冷饮,乳糖不耐慎用,乳糖不耐慎用冷饮咖啡香苦感型
S779,U779,地铁/公交/车站,疲劳,平静,清爽,冷饮,低糖,低糖冷饮清爽型
S780,U780,地铁/公交/车站,良好,平静,清爽,热饮,低糖、低刺激,低糖热饮清爽型
S781,U781,商场/商业街,困倦,低落,清爽,热饮,乳糖不耐慎用,乳糖不耐慎用热饮清爽型
S782,U782,图书馆/自习室,困倦,紧张,清爽、奶香,冷饮,低糖,低糖冷饮清爽奶香型
S783,U783,学校/教学楼,困倦,烦躁,清爽、茶香、果香,常温,咖啡因敏感慎用,咖啡因敏感慎用常温清爽茶香型
S784,U784,图书馆/自习室、公园/户外,感觉有点冷,紧张,花香、清爽,热饮,咖啡因敏感慎用、乳糖不耐慎用,咖啡因敏感慎用热饮清爽花香型
S785,U785,地铁/公交/车站,良好,平静,清爽,热饮,低糖、低刺激,低糖热饮清爽型
S786,U786,地铁/公交/车站,良好,平静,清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽型
S787,U787,商场/商业街,良好,烦躁,清爽,热饮,低糖、低刺激,低糖热饮清爽型
S788,U788,地铁/公交/车站,疲劳,烦躁,奶香、甜感,冷饮,乳糖不耐慎用,乳糖不耐慎用冷饮奶香甜感型
S789,U789,地铁/公交/车站,困倦,平静,咖啡香、苦感、清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽咖啡香型
S790,U790,图书馆/自习室、地铁/公交/车站,良好,烦躁,花香、清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽花香型
S791,U791,图书馆/自习室,疲劳,平静,茶香、清爽,常温,低刺激、咖啡因敏感慎用,低刺激常温清爽茶香型
S792,U792,图书馆/自习室,困倦,平静,清爽、果香,热饮,,热饮清爽果香型
S793,U793,图书馆/自习室,疲劳,低落,茶香、花香、甜感,冷饮,乳糖不耐慎用,乳糖不耐慎用冷饮茶香花香型
S794,U794,图书馆/自习室,困倦,紧张,清爽,热饮,,热饮清爽型
S795,U795,图书馆/自习室,良好,烦躁,清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽型
S796,U796,商场/商业街、地铁/公交/车站,疲劳,烦躁,清爽、果香,冷饮,,冷饮清爽果香型
S797,U797,图书馆/自习室,困倦,平静,咖啡香、苦感、清爽,热饮,,热饮清爽咖啡香型
S798,U798,图书馆/自习室、商场/商业街,困倦,开心,清爽,热饮,乳糖不耐慎用,乳糖不耐慎用热饮清爽型
S799,U799,图书馆/自习室,困倦,平静,花香,常温,低刺激,低刺激常温花香型
S800,U800,图书馆/自习室、公园/户外,感觉有点冷,烦躁,茶香、清爽,热饮,低糖、乳糖不耐慎用,低糖热饮清爽茶香型
S801,U801,学校/教学楼、图书馆/自习室,困倦,紧张,清爽、茶香,冷饮,低糖,低糖冷饮清爽茶香型
S802,U802,地铁/公交/车站,良好,烦躁,清爽,热饮,低糖、低刺激,低糖热饮清爽型
S803,U803,图书馆/自习室,困倦,低落,花香、清爽,热饮,低刺激,低刺激热饮清爽花香型
S804,U804,学校/教学楼,疲劳,紧张,清爽、茶香,热饮,,热饮清爽茶香型
S805,U805,地铁/公交/车站、公园/户外,疲劳、感觉有点冷,平静,花香,热饮,,热饮花香型
S806,U806,商场/商业街,疲劳,平静,清爽、咖啡香、苦感,冷饮,,冷饮清爽咖啡香型
S807,U807,地铁/公交/车站,困倦,开心,咖啡香、苦感,冷饮,乳糖不耐慎用,乳糖不耐慎用冷饮咖啡香苦感型
S808,U808,地铁/公交/车站,疲劳,开心,茶香、甜感,冷饮,乳糖不耐慎用,乳糖不耐慎用冷饮茶香甜感型
S809,U809,地铁/公交/车站,良好,平静,花香、清爽,热饮,低糖、低刺激、咖啡因敏感慎用,低糖热饮清爽花香型
S810,U810,图书馆/自习室,疲劳,平静,花香,热饮,低刺激,低刺激热饮花香型
S811,U811,学校/教学楼、地铁/公交/车站,疲劳,平静,清爽、茶香,常温,咖啡因敏感慎用,咖啡因敏感慎用常温清爽茶香型
S812,U812,健身房/运动场,口渴、疲劳,开心,茶香、果香,冷饮,低糖、低刺激,低糖冷饮茶香果香型
S813,U813,图书馆/自习室,困倦,烦躁,茶香、花香、甜感,冷饮,低糖,低糖冷饮茶香花香型
S814,U814,图书馆/自习室,疲劳,平静,咖啡香、苦感,热饮,乳糖不耐慎用,乳糖不耐慎用热饮咖啡香苦感型
S815,U815,图书馆/自习室、地铁/公交/车站,困倦,烦躁,茶香、清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽茶香型
S816,U816,学校/教学楼,困倦,烦躁,清爽、茶香,热饮,低糖,低糖热饮清爽茶香型
S817,U817,商场/商业街,疲劳,烦躁,清爽、花香、气泡感,冷饮,低糖,低糖冷饮清爽花香型
S818,U818,公园/户外,感觉有点冷,烦躁,清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽型
S819,U819,商场/商业街,疲劳,平静,清爽、果香、甜感,热饮,低刺激,低刺激热饮清爽果香型
S820,U820,图书馆/自习室,良好,平静,清爽,热饮,咖啡因敏感慎用、乳糖不耐慎用,咖啡因敏感慎用热饮清爽型
