input_id,body,mood,scene,flavor_preference,temperature_preference,limits,推荐方向,top1_recipe_id,top1_name,top1_score,top1_reason,top2_recipe_id,top2_name,top2_score,top2_reason,top3_recipe_id,top3_name,top3_score,top3_reason,manual_choice,manual_note
U0586,疲劳、感觉有点热,烦躁,地铁/公交/车站、公园/户外,茶香、果香,热饮,低刺激,低刺激热饮茶香果香型,R045,荷叶陈皮,0.7596,匹配你的身体状态：疲劳；匹配你的感官偏好：果香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R038,菊花柠檬草,0.7596,匹配你的身体状态：疲劳；匹配你的感官偏好：果香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R055,薰衣草蓝莓,0.7596,匹配你的身体状态：疲劳；匹配你的感官偏好：果香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,,
U0587,疲劳,低落,图书馆/自习室,甜感,热饮,低刺激、乳糖不耐慎用,低刺激热饮甜感型,R045,荷叶陈皮,0.84,匹配你的身体状态：疲劳；匹配你的心情状态：低落；匹配你的感官偏好：甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、乳糖不耐慎用,R038,菊花柠檬草,0.8399,匹配你的身体状态：疲劳；匹配你的心情状态：低落；匹配你的感官偏好：甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、乳糖不耐慎用,R055,薰衣草蓝莓,0.8398,匹配你的身体状态：疲劳；匹配你的心情状态：低落；匹配你的感官偏好：甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、乳糖不耐慎用,,
U0588,疲劳、感觉有点冷,平静,地铁/公交/车站、公园/户外,奶香,热饮,乳糖不耐慎用,乳糖不耐慎用热饮奶香型,R030,芒果红茶,0.7538,匹配你的身体状态：疲劳；匹配你的心情状态：平静；已考虑你的健康约束：乳糖不耐慎用,R022,苹果茉莉绿茶,0.7537,匹配你的身体状态：疲劳；匹配你的心情状态：平静；已考虑你的健康约束：乳糖不耐慎用,R069,焙茶豆奶,0.7725,匹配你的身体状态：疲劳；匹配你的感官偏好：奶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,,
U0589,良好,开心,商场/商业街,清爽、气泡感,热饮,低糖、低刺激,低糖热饮清爽气泡感型,R050,柠檬草橙子,0.7981,匹配你的身体状态：良好；匹配你的心情状态：开心；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖、低刺激,R119,椰子水橙子,0.7981,匹配你的身体状态：良好；匹配你的心情状态：开心；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖、低刺激,R043,金银花菊花,0.7981,匹配你的身体状态：良好；匹配你的心情状态：开心；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖、低刺激,,
U0590,良好,平静,图书馆/自习室,清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽型,R045,荷叶陈皮,0.7715,匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,R038,菊花柠檬草,0.7714,匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,R055,薰衣草蓝莓,0.7713,匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,,
U0591,良好,烦躁,图书馆/自习室、地铁/公交/车站,花香、清爽,热饮,低糖、低刺激,低糖热饮清爽花香型,R043,金银花菊花,0.7682,匹配你的身体状态：良好；匹配你的场景：地铁/公交/车站；匹配你的感官偏好：清爽、花香；已考虑你的健康约束：低糖、低刺激,R045,荷叶陈皮,0.7343,匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激,R038,菊花柠檬草,0.7342,匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激,,
U0592,疲劳,烦躁,商场/商业街、地铁/公交/车站,清爽、气泡感,常温,低刺激,低刺激常温清爽气泡感型,R043,金银花菊花,0.7164,匹配你的场景：地铁/公交/车站；匹配你的感官偏好：清爽；匹配你的冷热偏好：常温；已考虑你的健康约束：低刺激,R050,柠檬草橙子,0.7164,匹配你的场景：地铁/公交/车站；匹配你的感官偏好：清爽；匹配你的冷热偏好：常温；已考虑你的健康约束：低刺激,R119,椰子水橙子,0.7164,匹配你的场景：地铁/公交/车站；匹配你的感官偏好：清爽；匹配你的冷热偏好：常温；已考虑你的健康约束：低刺激,,
U0593,困倦,平静,图书馆/自习室,奶香,热饮,低刺激、咖啡因敏感慎用,低刺激热饮奶香型,R045,荷叶陈皮,0.7527,匹配你的心情状态：平静；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,R038,菊花柠檬草,0.7525,匹配你的心情状态：平静；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,R061,焙茶鲜奶,0.7935,匹配你的身体状态：困倦；匹配你的场景：图书馆/自习室；匹配你的感官偏好：奶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,,
U0594,良好,烦躁,地铁/公交/车站,茶香、果香,冷饮,低糖,低糖冷饮茶香果香型,R022,苹果茉莉绿茶,0.7346,匹配你的心情状态：烦躁；匹配你的感官偏好：果香、茶香；已考虑你的健康约束：低糖,R030,芒果红茶,0.7345,匹配你的心情状态：烦躁；匹配你的感官偏好：果香、茶香；已考虑你的健康约束：低糖,R014,葡萄焙茶,0.7344,匹配你的心情状态：烦躁；匹配你的感官偏好：果香、茶香；已考虑你的健康约束：低糖,,
U0595,疲劳、感觉有点热,烦躁,地铁/公交/车站、公园/户外,果香、酸感、清爽,冷饮,低糖,低糖冷饮清爽果香型,R050,柠檬草橙子,0.6864,匹配你的场景：地铁/公交/车站；匹配你的感官偏好：果香、清爽、酸感；已考虑你的健康约束：低糖,R119,椰子水橙子,0.6864,匹配你的场景：地铁/公交/车站；匹配你的感官偏好：果香、清爽、酸感；已考虑你的健康约束：低糖,R090,黑巧椰乳,0.7603,匹配你的身体状态：疲劳；匹配你的场景：公园/户外；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0596,困倦,紧张,图书馆/自习室,清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽型,R055,薰衣草蓝莓,0.7352,匹配你的心情状态：紧张；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R038,菊花柠檬草,0.7352,匹配你的心情状态：紧张；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R045,荷叶陈皮,0.7351,匹配你的心情状态：紧张；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,,
U0597,困倦,烦躁,学校/教学楼,清爽、茶香,常温,咖啡因敏感慎用,咖啡因敏感慎用常温清爽茶香型,R045,荷叶陈皮,0.6743,匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R038,菊花柠檬草,0.6742,匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R055,薰衣草蓝莓,0.6739,匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,,
U0598,困倦,烦躁,地铁/公交/车站,花香、甜感,热饮,,热饮花香甜感型,R022,苹果茉莉绿茶,0.8052,匹配你的身体状态：困倦；匹配你的心情状态：烦躁；匹配你的感官偏好：甜感、花香,R039,茉莉花白茶,0.807,匹配你的身体状态：困倦；匹配你的感官偏好：甜感、花香；匹配你的冷热偏好：热饮,R030,芒果红茶,0.7979,匹配你的身体状态：困倦；匹配你的心情状态：烦躁；匹配你的感官偏好：甜感,,
U0599,困倦,平静,图书馆/自习室、地铁/公交/车站,清爽,冷饮,低糖,低糖冷饮清爽型,R065,茉莉绿茶椰乳,0.8055,匹配你的身体状态：困倦；匹配你的场景：图书馆/自习室；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R071,茉莉绿茶低脂牛奶,0.8055,匹配你的身体状态：困倦；匹配你的场景：图书馆/自习室；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R002,青柠茉莉绿茶,0.8055,匹配你的身体状态：困倦；匹配你的场景：图书馆/自习室；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0600,疲劳,烦躁,商场/商业街,茶香、果香,冷饮,低糖,低糖冷饮茶香果香型,R065,茉莉绿茶椰乳,0.8072,匹配你的身体状态：疲劳；匹配你的感官偏好：果香、茶香；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R071,茉莉绿茶低脂牛奶,0.8072,匹配你的身体状态：疲劳；匹配你的感官偏好：果香、茶香；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R002,青柠茉莉绿茶,0.8072,匹配你的身体状态：疲劳；匹配你的感官偏好：果香、茶香；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0601,疲劳,平静,地铁/公交/车站,清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽型,R045,荷叶陈皮,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,R038,菊花柠檬草,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,R055,薰衣草蓝莓,0.8401,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,,
U0602,良好,烦躁,地铁/公交/车站,清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽型,R043,金银花菊花,0.7692,匹配你的身体状态：良好；匹配你的场景：地铁/公交/车站；匹配你的感官偏好：清爽；已考虑你的健康约束：低刺激、咖啡因敏感慎用,R045,荷叶陈皮,0.7345,匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,R038,菊花柠檬草,0.7345,匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,,
U0603,疲劳、感觉有点冷,低落,地铁/公交/车站、公园/户外,清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽型,R055,薰衣草蓝莓,0.8402,匹配你的身体状态：感觉有点冷、疲劳；匹配你的心情状态：低落；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,R037,玫瑰桂花,0.8402,匹配你的身体状态：感觉有点冷、疲劳；匹配你的心情状态：低落；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,R040,薰衣草洋甘菊,0.8402,匹配你的身体状态：感觉有点冷、疲劳；匹配你的心情状态：低落；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,,
U0604,疲劳,烦躁,地铁/公交/车站,茶香、清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽茶香型,R038,菊花柠檬草,0.7591,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R055,薰衣草蓝莓,0.7591,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R045,荷叶陈皮,0.7591,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,,
U0605,困倦,平静,学校/教学楼,咖啡香、苦感、清爽,热饮,低糖,低糖热饮清爽咖啡香型,R030,芒果红茶,0.8059,匹配你的身体状态：困倦；匹配你的心情状态：平静；匹配你的场景：学校/教学楼；匹配你的感官偏好：清爽、苦感；已考虑你的健康约束：低糖,R056,陈皮红茶,0.7935,匹配你的身体状态：困倦；匹配你的场景：学校/教学楼；匹配你的感官偏好：苦感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,R069,焙茶豆奶,0.7996,匹配你的身体状态：困倦；匹配你的场景：学校/教学楼；匹配你的感官偏好：咖啡香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,,
U0606,困倦,开心,图书馆/自习室、商场/商业街,咖啡香、苦感,冷饮,乳糖不耐慎用,乳糖不耐慎用冷饮咖啡香苦感型,R022,苹果茉莉绿茶,0.7451,匹配你的身体状态：困倦；匹配你的场景：图书馆/自习室；已考虑你的健康约束：乳糖不耐慎用,R030,芒果红茶,0.7552,匹配你的身体状态：困倦；匹配你的场景：图书馆/自习室；匹配你的感官偏好：苦感；已考虑你的健康约束：乳糖不耐慎用,R014,葡萄焙茶,0.7552,匹配你的身体状态：困倦；匹配你的场景：图书馆/自习室；匹配你的感官偏好：咖啡香；已考虑你的健康约束：乳糖不耐慎用,,
U0607,疲劳、感觉有点冷,平静,公园/户外,奶香,热饮,低刺激、乳糖不耐慎用,低刺激热饮奶香型,R045,荷叶陈皮,0.8257,匹配你的身体状态：感觉有点冷、疲劳；匹配你的心情状态：平静；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、乳糖不耐慎用,R038,菊花柠檬草,0.8256,匹配你的身体状态：感觉有点冷、疲劳；匹配你的心情状态：平静；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、乳糖不耐慎用,R030,芒果红茶,0.7478,匹配你的身体状态：疲劳；匹配你的心情状态：平静；已考虑你的健康约束：低刺激、乳糖不耐慎用,,
U0608,疲劳、感觉有点热,平静,公园/户外,清爽、果香,热饮,低刺激,低刺激热饮清爽果香型,R055,薰衣草蓝莓,0.8076,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R116,椰乳百合,0.773,匹配你的身体状态：疲劳；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R037,玫瑰桂花,0.7597,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,,
U0609,疲劳,烦躁,地铁/公交/车站,咖啡香、苦感、清爽,冷饮,低糖,低糖冷饮清爽咖啡香型,R002,青柠茉莉绿茶,0.7919,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R027,柠檬轻发酵乌龙,0.7919,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R006,草莓红茶,0.7991,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽、苦感；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0610,疲劳,开心,地铁/公交/车站,果香、酸感、清爽,冷饮,低糖,低糖冷饮清爽果香型,R083,冷萃咖啡椰子水,0.836,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R081,美式咖啡液橙子,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的感官偏好：果香、清爽、酸感；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R090,黑巧椰乳,0.836,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0611,困倦,开心,商场/商业街,花香、甜感,热饮,乳糖不耐慎用,乳糖不耐慎用热饮花香甜感型,R038,菊花柠檬草,0.7347,匹配你的感官偏好：甜感、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,R055,薰衣草蓝莓,0.7346,匹配你的感官偏好：甜感、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,R045,荷叶陈皮,0.7346,匹配你的感官偏好：甜感、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,,
U0612,疲劳,开心,商场/商业街,花香、甜感,热饮,低糖,低糖热饮花香甜感型,R037,玫瑰桂花,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的感官偏好：甜感、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,R040,薰衣草洋甘菊,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的感官偏好：甜感、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,R046,百合桂花,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的感官偏好：甜感、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,,
U0613,困倦,紧张,学校/教学楼,清爽、茶香,热饮,低糖,低糖热饮清爽茶香型,R039,茉莉花白茶,0.8394,匹配你的身体状态：困倦；匹配你的心情状态：紧张；匹配你的场景：学校/教学楼；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,R022,苹果茉莉绿茶,0.8095,匹配你的身体状态：困倦；匹配你的心情状态：紧张；匹配你的场景：学校/教学楼；匹配你的感官偏好：清爽、茶香；已考虑你的健康约束：低糖,R014,葡萄焙茶,0.8393,匹配你的身体状态：困倦；匹配你的心情状态：紧张；匹配你的场景：学校/教学楼；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,,
U0614,疲劳,平静,图书馆/自习室,奶香、甜感,热饮,低糖,低糖热饮奶香甜感型,R061,焙茶鲜奶,0.8057,匹配你的身体状态：疲劳；匹配你的场景：图书馆/自习室；匹配你的感官偏好：奶香、甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,R075,红茶淡奶油,0.8057,匹配你的身体状态：疲劳；匹配你的场景：图书馆/自习室；匹配你的感官偏好：奶香、甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,R082,咖啡椰乳,0.8056,匹配你的身体状态：疲劳；匹配你的场景：图书馆/自习室；匹配你的感官偏好：奶香、甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,,
U0615,困倦,紧张,地铁/公交/车站,茶香、清爽,热饮,,热饮清爽茶香型,R022,苹果茉莉绿茶,0.8053,匹配你的身体状态：困倦；匹配你的心情状态：紧张；匹配你的感官偏好：清爽、茶香,R015,陈皮普洱茶,0.8402,匹配你的身体状态：困倦；匹配你的心情状态：紧张；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：热饮,R031,陈皮玄米茶,0.8402,匹配你的身体状态：困倦；匹配你的心情状态：紧张；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：热饮,,
U0616,疲劳,平静,图书馆/自习室,咖啡香、苦感、清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽咖啡香型,R045,荷叶陈皮,0.8004,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的感官偏好：清爽、苦感；已考虑你的健康约束：咖啡因敏感慎用,R038,菊花柠檬草,0.7952,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R055,薰衣草蓝莓,0.7951,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,,
U0617,良好,平静,地铁/公交/车站,果香、清爽,热饮,低刺激、咖啡因敏感慎用、乳糖不耐慎用,低刺激热饮清爽果香型,R045,荷叶陈皮,0.7716,匹配你的心情状态：平静；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用、乳糖不耐慎用,R038,菊花柠檬草,0.7716,匹配你的心情状态：平静；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用、乳糖不耐慎用,R055,薰衣草蓝莓,0.7716,匹配你的心情状态：平静；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用、乳糖不耐慎用,,
U0618,疲劳,烦躁,商场/商业街,咖啡香、苦感,热饮,乳糖不耐慎用,乳糖不耐慎用热饮咖啡香苦感型,R069,焙茶豆奶,0.7953,匹配你的身体状态：疲劳；匹配你的感官偏好：咖啡香；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,R030,芒果红茶,0.7979,匹配你的身体状态：疲劳；匹配你的心情状态：烦躁；匹配你的感官偏好：苦感；已考虑你的健康约束：乳糖不耐慎用,R082,咖啡椰乳,0.807,匹配你的身体状态：疲劳；匹配你的感官偏好：咖啡香、苦感；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,,
U0619,疲劳、感觉有点热,烦躁,公园/户外,果香、酸感、清爽,热饮,低刺激,低刺激热饮清爽果香型,R113,椰奶荔枝,0.7176,匹配你的身体状态：疲劳；匹配你的场景：公园/户外；匹配你的感官偏好：果香、清爽；已考虑你的健康约束：低刺激,R050,柠檬草橙子,0.6898,匹配你的感官偏好：果香、清爽、酸感；已考虑你的健康约束：低刺激,R119,椰子水橙子,0.6898,匹配你的感官偏好：果香、清爽、酸感；已考虑你的健康约束：低刺激,,
U0620,疲劳,平静,图书馆/自习室,茶香、清爽,热饮,低糖,低糖热饮清爽茶香型,R069,焙茶豆奶,0.8057,匹配你的身体状态：疲劳；匹配你的场景：图书馆/自习室；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,R030,芒果红茶,0.8095,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：图书馆/自习室；匹配你的感官偏好：清爽、茶香；已考虑你的健康约束：低糖,R056,陈皮红茶,0.7966,匹配你的身体状态：疲劳；匹配你的场景：图书馆/自习室；匹配你的感官偏好：茶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,,
U0621,疲劳,开心,图书馆/自习室、地铁/公交/车站,奶香、甜感,热饮,低糖,低糖热饮奶香甜感型,R056,陈皮红茶,0.8326,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的场景：图书馆/自习室；匹配你的感官偏好：甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,R039,茉莉花白茶,0.7959,匹配你的身体状态：疲劳；匹配你的场景：图书馆/自习室；匹配你的感官偏好：甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,R014,葡萄焙茶,0.7959,匹配你的身体状态：疲劳；匹配你的场景：图书馆/自习室；匹配你的感官偏好：甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,,
U0622,困倦,紧张,学校/教学楼、图书馆/自习室,清爽、茶香,热饮,低糖,低糖热饮清爽茶香型,R030,芒果红茶,0.8095,匹配你的身体状态：困倦；匹配你的心情状态：紧张；匹配你的场景：图书馆/自习室、学校/教学楼；匹配你的感官偏好：清爽、茶香；已考虑你的健康约束：低糖,R069,焙茶豆奶,0.8057,匹配你的身体状态：困倦；匹配你的场景：图书馆/自习室、学校/教学楼；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,R039,茉莉花白茶,0.8393,匹配你的身体状态：困倦；匹配你的心情状态：紧张；匹配你的场景：图书馆/自习室、学校/教学楼；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,,
U0623,困倦,紧张,地铁/公交/车站,茶香、花香、清爽,热饮,低糖,低糖热饮清爽茶香型,R022,苹果茉莉绿茶,0.8052,匹配你的身体状态：困倦；匹配你的心情状态：紧张；匹配你的感官偏好：清爽、花香、茶香；已考虑你的健康约束：低糖,R039,茉莉花白茶,0.8401,匹配你的身体状态：困倦；匹配你的心情状态：紧张；匹配你的感官偏好：清爽、花香、茶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,R015,陈皮普洱茶,0.8401,匹配你的身体状态：困倦；匹配你的心情状态：紧张；匹配你的感官偏好：清爽、花香、茶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,,
U0624,疲劳,烦躁,地铁/公交/车站,咖啡香、苦感、清爽,常温,低糖,低糖常温清爽咖啡香型,R022,苹果茉莉绿茶,0.8311,匹配你的身体状态：疲劳；匹配你的心情状态：烦躁；匹配你的感官偏好：清爽；匹配你的冷热偏好：常温；已考虑你的健康约束：低糖,R030,芒果红茶,0.8359,匹配你的身体状态：疲劳；匹配你的心情状态：烦躁；匹配你的感官偏好：清爽、苦感；匹配你的冷热偏好：常温；已考虑你的健康约束：低糖,R014,葡萄焙茶,0.8004,匹配你的身体状态：疲劳；匹配你的心情状态：烦躁；匹配你的感官偏好：咖啡香、清爽；已考虑你的健康约束：低糖,,
U0625,疲劳,烦躁,地铁/公交/车站,清爽、茶香、果香,冷饮,低糖,低糖冷饮清爽茶香型,R002,青柠茉莉绿茶,0.8072,匹配你的身体状态：疲劳；匹配你的感官偏好：果香、清爽、茶香；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R027,柠檬轻发酵乌龙,0.8072,匹配你的身体状态：疲劳；匹配你的感官偏好：果香、清爽、茶香；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R009,桃子轻发酵乌龙,0.8072,匹配你的身体状态：疲劳；匹配你的感官偏好：果香、清爽、茶香；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0626,疲劳,开心,地铁/公交/车站,咖啡香、苦感,冷饮,乳糖不耐慎用,乳糖不耐慎用冷饮咖啡香苦感型,R022,苹果茉莉绿茶,0.7479,匹配你的身体状态：疲劳；已考虑你的健康约束：乳糖不耐慎用,R014,葡萄焙茶,0.7591,匹配你的身体状态：疲劳；匹配你的感官偏好：咖啡香；已考虑你的健康约束：乳糖不耐慎用,R028,苹果焙茶,0.7591,匹配你的身体状态：疲劳；匹配你的感官偏好：咖啡香；已考虑你的健康约束：乳糖不耐慎用,,
U0627,困倦,平静,图书馆/自习室,清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽型,R045,荷叶陈皮,0.7716,匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R038,菊花柠檬草,0.7715,匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R055,薰衣草蓝莓,0.7714,匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,,
U0628,疲劳,烦躁,图书馆/自习室,茶香、清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽茶香型,R045,荷叶陈皮,0.7592,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R038,菊花柠檬草,0.7591,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R055,薰衣草蓝莓,0.7591,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,,
