session_id,user_id,recipe_id,饮品名称,twin_tower_similarity,normalized_twin_similarity,state_score,flavor_score,scene_score,health_score,visual_score,rule_score,makeability_score,novelty_score,label,rank_target_score
S043,U043,R076,洛神花苹果茶,-0.6224,0.1888,0.0587,0.0,0.0,1.0,0.0,0.2676,1.0,0.7468,0,0.3238
S043,U043,R077,金银花荷叶茶,-0.6957,0.1521,0.0575,0.0,0.0,1.0,0.0,0.2672,1.0,0.5011,0,0.2985
S043,U043,R078,百合玫瑰茶,-0.3347,0.3326,0.05,0.0,0.0,1.0,0.0,0.265,1.0,0.828,0,0.3771
S043,U043,R079,陈皮苹果茶,-0.6274,0.1863,0.0591,0.0,0.0,1.0,0.0,0.2677,1.0,0.5722,0,0.3143
S044,U044,R001,薄荷柠檬气泡茶,-0.5927,0.2037,0.0607,0.0,0.0,1.0,0.0,0.2682,0.7,0.5637,0,0.2902
S044,U044,R002,蜂蜜柠檬茶,-0.4168,0.2916,0.1404,0.0,0.0,1.0,0.0,0.2921,0.7,0.891,0,0.3481
S044,U044,R003,葡萄柠檬茉莉花茶,-0.4315,0.2843,0.1224,0.0,0.0,1.0,0.0,0.2867,0.7,0.5054,0,0.3238
S044,U044,R004,青柠桂花蜜乌龙,-0.5289,0.2355,0.1378,0.0,0.0,1.0,0.0,0.2913,0.7,0.7267,0,0.3199
S044,U044,R005,百香果乳酸绿茶,-0.4757,0.2622,0.1056,0.0,0.0,1.0,0.0,0.2817,0.7,0.812,0,0.3291
S044,U044,R006,百香果美式,-0.6062,0.1969,0.1166,0.0,0.0,1.0,0.0,0.285,0.7,0.8222,0,0.3083
S044,U044,R007,百香果美式（低咖啡因）,-0.4726,0.2637,0.1076,0.0,0.05,1.0,0.0,0.2898,0.7,0.8922,0,0.3373
S044,U044,R008,杨枝甘露,-0.3662,0.3169,0.1239,0.0,0.0,1.0,0.0,0.2872,0.3,0.5336,0,0.0
S044,U044,R009,鲜橙绿茶,-0.6619,0.1691,0.1173,0.0,0.0,1.0,0.0,0.2852,0.7,0.9172,0,0.3034
S044,U044,R010,橙C美式,-0.6137,0.1932,0.1262,0.0,0.0,1.0,0.0,0.2879,0.7,0.8886,0,0.3116
S044,U044,R011,橙C美式（低咖啡因）,-0.4246,0.2877,0.1158,0.0,0.0556,1.0,0.0,0.2931,0.7,0.9771,0,0.3514
S044,U044,R012,鲜橙养乐多,-0.3622,0.3189,0.1129,0.0,0.0,1.0,0.0,0.2839,0.7,0.9527,0,0.357
S044,U044,R013,草莓奶昔,-0.2921,0.354,0.1175,0.0,0.0,1.0,0.0,0.2852,0.7,0.7623,0,0.0
S044,U044,R014,蓝莓奶昔,-0.2708,0.3646,0.1177,0.0,0.0,1.0,0.0,0.2853,0.7,0.9451,0,0.0
S044,U044,R015,桃桃乌龙,-0.3868,0.3066,0.1211,0.0,0.0,1.0,0.0,0.2863,0.7,0.5328,0,0.3328
S044,U044,R016,芒果奶昔,-0.29,0.355,0.1172,0.0,0.0,1.0,0.0,0.2852,0.7,0.897,0,0.0
S044,U044,R017,柠迭莓萝气泡水,-0.4754,0.2623,0.0593,0.0,0.0,1.0,0.0,0.2678,0.3,0.9215,0,0.2884
S044,U044,R018,茉莉苹果奶绿,-0.3956,0.3022,0.1377,0.0,0.0,1.0,0.0,0.2913,0.7,0.9944,0,0.0
S044,U044,R019,荔枝白茶,-0.3747,0.3126,0.1211,0.0,0.0,1.0,0.0,0.2863,0.7,0.8905,0,0.3528
S044,U044,R020,超级吨吨桶,-0.611,0.1945,0.1009,0.0,0.0,1.0,0.0,0.2803,0.3,0.9942,0,0.2739
S044,U044,R021,芝士奶盖铁观音,-0.1768,0.4116,0.12,0.0,0.0,0.65,0.0,0.1985,0.7,0.6214,0,0.0
S044,U044,R022,抹茶椰青美式,-0.4741,0.2629,0.1266,0.0,0.0,1.0,0.0,0.288,1.0,0.9373,0,0.3685
S044,U044,R023,草莓抹茶椰,-0.4283,0.2859,0.1284,0.0,0.0,1.0,0.0,0.2885,0.7,0.5475,0,0.3273
S044,U044,R024,柠檬草薄荷气泡水,-0.4847,0.2576,0.0587,0.0,0.0,1.0,0.0,0.2676,0.7,0.9656,0,0.3289
S044,U044,R025,蝶豆花柠檬气泡水,-0.4713,0.2644,0.0578,0.0,0.0,1.0,0.0,0.2673,0.3,0.7965,0,0.2826
S044,U044,R026,泰式奶红,-0.2003,0.3999,0.1338,0.0,0.0,1.0,0.0,0.2902,1.0,0.5707,0,0.0
S044,U044,R027,泰式奶绿,-0.2391,0.3805,0.1404,0.0,0.0,1.0,0.0,0.2921,1.0,0.9083,0,0.0
S044,U044,R028,冰橙伯爵鸳鸯茶,-0.5942,0.2029,0.1262,0.0,0.0,1.0,0.0,0.2879,1.0,0.945,0,0.3478
S044,U044,R029,伯爵红茶奶茶,-0.3413,0.3293,0.2474,0.0,0.0625,1.0,0.0,0.3336,1.0,0.771,0,0.0
S044,U044,R030,焙茶豆乳,0.0302,0.5151,0.2635,0.0,0.0625,1.0,0.0,0.3384,1.0,0.6798,1,0.5166
S044,U044,R031,抹茶豆乳,-0.1451,0.4275,0.2611,0.0,0.0625,1.0,0.0,0.3377,1.0,0.5612,1,0.4796
S044,U044,R032,抹茶拿铁,-0.6087,0.1957,0.2529,0.0,0.0625,1.0,0.0,0.3352,1.0,0.5231,0,0.0
S044,U044,R033,燕麦奶抹茶拿铁,-0.1806,0.4097,0.26,0.0,0.0625,1.0,0.0,0.3374,1.0,0.7491,1,0.4827
S044,U044,R034,椰奶抹茶拿铁,-0.5918,0.2041,0.2529,0.0,0.0625,1.0,0.0,0.3352,1.0,0.8574,0,0.3652
S044,U044,R035,杏仁奶抹茶拿铁,-0.6124,0.1938,0.25,0.0,0.0625,1.0,0.0,0.3344,1.0,0.9858,0,0.3676
S044,U044,R036,港式鸳鸯,-0.6167,0.1916,0.2035,0.0,0.0556,1.0,0.0,0.3194,1.0,0.9986,0,0.0
S044,U044,R037,拿铁,-0.6048,0.1976,0.25,0.0,0.0625,1.0,0.0,0.3344,1.0,0.8612,0,0.0
S044,U044,R038,燕麦奶拿铁,-0.2237,0.3882,0.2675,0.0,0.0625,1.0,0.0,0.3396,1.0,0.6401,1,0.4707
S044,U044,R039,椰奶拿铁,-0.6091,0.1954,0.2569,0.0,0.0625,1.0,0.0,0.3364,1.0,0.7199,0,0.3558
S044,U044,R040,杏仁奶拿铁,-0.6058,0.1971,0.2579,0.0,0.0625,1.0,0.0,0.3367,1.0,0.8934,0,0.3652
S044,U044,R041,拿铁（低咖啡因）,-0.6202,0.1899,0.1317,0.0,0.0625,1.0,0.0,0.2989,1.0,0.7707,0,0.0
S044,U044,R042,燕麦奶拿铁（低咖啡因）,-0.6112,0.1944,0.1529,0.0,0.0625,1.0,0.0,0.3052,1.0,0.8552,0,0.3481
S044,U044,R043,椰奶拿铁（低咖啡因）,-0.6257,0.1871,0.14,0.0,0.0625,1.0,0.0,0.3014,1.0,0.9216,0,0.3472
S044,U044,R044,杏仁奶拿铁（低咖啡因）,-0.6094,0.1953,0.1423,0.0,0.0625,1.0,0.0,0.3021,1.0,0.651,0,0.3368
S044,U044,R045,卡布奇诺,-0.61,0.195,0.2451,0.0,0.0625,0.65,0.0,0.2454,1.0,0.5092,0,0.0
S044,U044,R046,卡布奇诺（低咖啡因）,-0.6162,0.1919,0.1284,0.0,0.0625,0.65,0.0,0.2104,1.0,0.8353,0,0.0
S044,U044,R047,西班牙拿铁,-0.6167,0.1917,0.2053,0.0,0.0556,0.65,0.0,0.2324,1.0,0.9273,0,0.0
S044,U044,R048,西班牙拿铁（低咖啡因）,-0.6214,0.1893,0.1844,0.0,0.0625,1.0,0.0,0.3147,1.0,0.6041,0,0.0
S044,U044,R049,摩卡,-0.6156,0.1922,0.1944,0.0,0.05,1.0,0.0,0.3158,1.0,0.9824,0,0.0
S044,U044,R050,燕麦奶摩卡,-0.6054,0.1973,0.2092,0.0,0.05,1.0,0.0,0.3203,1.0,0.7521,0,0.3508
S044,U044,R051,椰奶摩卡,-0.6262,0.1869,0.2324,0.0,0.0556,1.0,0.0,0.328,1.0,0.7317,0,0.3496
S044,U044,R052,杏仁奶摩卡,-0.6206,0.1897,0.2316,0.0,0.0556,1.0,0.0,0.3278,1.0,0.8011,0,0.354
S044,U044,R053,摩卡（低咖啡因）,-0.6261,0.187,0.1867,0.0,0.0625,1.0,0.0,0.3154,1.0,0.812,0,0.0
S044,U044,R054,燕麦奶摩卡（低咖啡因）,-0.6221,0.1889,0.2041,0.0,0.0625,1.0,0.0,0.3206,1.0,0.7109,0,0.3459
S044,U044,R055,椰奶摩卡（低咖啡因）,-0.6334,0.1833,0.1944,0.0,0.0625,1.0,0.0,0.3177,1.0,0.7527,0,0.3448
S044,U044,R056,杏仁奶摩卡（低咖啡因）,-0.6262,0.1869,0.1951,0.0,0.0625,1.0,0.0,0.3179,1.0,0.5188,0,0.3344
S044,U044,R057,dirty,-0.6219,0.1891,0.2244,0.0,0.0556,1.0,0.0,0.3256,0.7,0.9332,0,0.0
S044,U044,R058,燕麦奶dirty,-0.5891,0.2055,0.2402,0.0,0.0556,1.0,0.0,0.3304,0.7,0.7658,0,0.3289
S044,U044,R059,椰奶dirty,-0.6194,0.1903,0.2316,0.0,0.0556,1.0,0.0,0.3278,0.7,0.9491,0,0.3316
S044,U044,R060,杏仁奶dirty,-0.6148,0.1926,0.2316,0.0,0.0556,1.0,0.0,0.3278,0.7,0.608,0,0.3153
S044,U044,R061,dirty（低咖啡因）,-0.6192,0.1904,0.1867,0.0,0.0625,1.0,0.0,0.3154,0.7,0.7717,0,0.0
S044,U044,R062,燕麦奶dirty（低咖啡因）,-0.6216,0.1892,0.205,0.0,0.0625,1.0,0.0,0.3209,0.7,0.6238,0,0.3118
S044,U044,R063,椰奶dirty（低咖啡因）,-0.6253,0.1874,0.1944,0.0,0.0625,1.0,0.0,0.3177,0.7,0.8764,0,0.3224
S044,U044,R064,杏仁奶dirty（低咖啡因）,-0.6192,0.1904,0.1958,0.0,0.0625,1.0,0.0,0.3181,0.7,0.5232,0,0.306
S044,U044,R065,热可可,-0.2822,0.3589,0.2385,0.0,0.0625,1.0,0.0,0.3309,1.0,0.8851,0,0.0
S044,U044,R066,燕麦奶热可可,-0.1222,0.4389,0.2555,0.0,0.0625,1.0,0.0,0.336,1.0,0.8562,0,0.4476
S044,U044,R067,杏仁奶热可可,-0.1677,0.4161,0.2447,0.0,0.0625,1.0,0.0,0.3328,1.0,0.9083,0,0.4408
S044,U044,R068,玫瑰椰椰烤奶,0.0588,0.5294,0.2687,0.0,0.0714,1.0,0.0,0.3413,1.0,0.6014,1,0.5189
S044,U044,R069,玫瑰菊花茶,-0.2319,0.3841,0.2202,0.0,0.0556,1.0,0.0,0.3244,1.0,0.6846,0,0.4146
S044,U044,R070,玫瑰陈皮茶,-0.7538,0.1231,0.2173,0.0,0.0556,1.0,0.0,0.3235,1.0,0.7114,0,0.3242
S044,U044,R071,金银花菊花茶,-0.2695,0.3652,0.2233,0.0,0.0556,1.0,0.0,0.3253,1.0,0.8347,0,0.4159
S044,U044,R072,菊花柠檬茶,-0.5878,0.2061,0.2041,0.0,0.0556,1.0,0.0,0.3196,1.0,0.9066,0,0.3613
S044,U044,R073,薰衣草柠檬茶,-0.6045,0.1977,0.2032,0.0,0.0556,1.0,0.0,0.3193,1.0,0.6779,0,0.3468
S044,U044,R074,百花茶,-0.6107,0.1947,0.216,0.0,0.0556,1.0,0.0,0.3231,1.0,0.6372,0,0.3454
S044,U044,R075,洛神花玫瑰茶,-0.6593,0.1703,0.216,0.0,0.0556,1.0,0.0,0.3231,1.0,0.6731,0,0.3387
S044,U044,R076,洛神花苹果茶,-0.8098,0.0951,0.2135,0.0,0.0556,1.0,0.0,0.3224,1.0,0.6269,0,0.3097
S044,U044,R077,金银花荷叶茶,-0.5198,0.2401,0.21,0.0,0.0556,1.0,0.0,0.3213,1.0,0.7424,0,0.3657
S044,U044,R078,百合玫瑰茶,-0.1371,0.4314,0.225,0.0,0.0556,1.0,0.0,0.3258,1.0,0.5927,0,0.4272
S044,U044,R079,陈皮苹果茶,-0.6616,0.1692,0.2147,0.0,0.0556,1.0,0.0,0.3227,1.0,0.8742,0,0.3481
S045,U045,R001,薄荷柠檬气泡茶,-0.7565,0.1217,0.0685,0.0,0.0,0.65,0.0,0.183,0.7,0.9157,0,0.0
S045,U045,R002,蜂蜜柠檬茶,-0.6261,0.187,0.1066,0.0,0.25,1.0,0.0,0.3195,0.7,0.6359,0,0.311
S045,U045,R003,葡萄柠檬茉莉花茶,-0.5138,0.2431,0.0774,0.0,0.0,1.0,0.0,0.2732,0.7,0.711,0,0.3136
S045,U045,R004,青柠桂花蜜乌龙,-0.632,0.184,0.0769,0.0,0.0,1.0,0.0,0.2731,0.7,0.531,0,0.2838
S045,U045,R005,百香果乳酸绿茶,-0.6758,0.1621,0.0528,0.0,0.0,1.0,0.0,0.2658,0.7,0.7438,0,0.2835
S045,U045,R006,百香果美式,-0.7758,0.1121,0.0089,0.0,0.0,0.65,0.0,0.1652,0.7,0.8412,0,0.0
S045,U045,R007,百香果美式（低咖啡因）,-0.8041,0.098,0.1162,0.0,0.05,0.65,0.0,0.2049,0.7,0.659,0,0.0
S045,U045,R008,杨枝甘露,-0.597,0.2015,0.1159,0.0,0.0625,1.0,0.0,0.2942,0.3,0.8717,0,0.2765
S045,U045,R009,鲜橙绿茶,-0.7527,0.1236,0.0587,0.0,0.0,1.0,0.0,0.2676,0.7,0.5474,0,0.2611
S045,U045,R010,橙C美式,-0.7623,0.1188,0.0087,0.0,0.0,0.65,0.0,0.1651,0.7,0.9812,0,0.0
S045,U045,R011,橙C美式（低咖啡因）,-0.756,0.122,0.1244,0.0,0.0556,0.65,0.0,0.2081,0.7,0.7844,0,0.0
S045,U045,R012,鲜橙养乐多,-0.6357,0.1822,0.1694,0.0,0.0625,1.0,0.0,0.3102,0.7,0.7402,0,0.3104
S045,U045,R013,草莓奶昔,-0.5219,0.2391,0.1262,0.0,0.0714,1.0,0.0,0.2986,0.7,0.6902,0,0.3225
S045,U045,R014,蓝莓奶昔,-0.5297,0.2352,0.1266,0.0,0.0625,1.0,0.0,0.2974,0.7,0.8561,0,0.3289
S045,U045,R015,桃桃乌龙,-0.559,0.2205,0.0554,0.0,0.0,1.0,0.0,0.2666,0.7,0.9352,0,0.3139
S045,U045,R016,芒果奶昔,-0.5245,0.2377,0.1258,0.0,0.0625,1.0,0.0,0.2971,0.7,0.9789,0,0.3359
S045,U045,R017,柠迭莓萝气泡水,-0.6401,0.18,0.0736,0.0,0.0,0.65,0.0,0.1846,0.3,0.7856,0,0.0
S045,U045,R018,茉莉苹果奶绿,-0.5978,0.2011,0.0726,0.0,0.0,1.0,0.0,0.2718,0.7,0.7245,0,0.2989
S045,U045,R019,荔枝白茶,-0.5491,0.2254,0.0554,0.0,0.0,1.0,0.0,0.2666,0.7,0.6182,0,0.2998
S045,U045,R020,超级吨吨桶,-0.7673,0.1163,0.0634,0.0,0.0,1.0,0.0,0.269,0.3,0.701,0,0.2268
S045,U045,R021,芝士奶盖铁观音,-0.5386,0.2307,0.0,0.0,0.0,1.0,0.0,0.25,0.7,0.7467,0,0.3006
S045,U045,R022,抹茶椰青美式,-0.8212,0.0894,0.0089,0.0,0.0,0.65,0.0,0.1652,1.0,0.8866,0,0.0
S045,U045,R023,草莓抹茶椰,-0.8426,0.0787,0.0,0.0,0.0,0.65,0.0,0.1625,0.7,0.5392,0,0.0
S045,U045,R024,柠檬草薄荷气泡水,-0.6832,0.1584,0.0764,0.0,0.0,0.65,0.0,0.1854,0.7,0.7946,0,0.0
S045,U045,R025,蝶豆花柠檬气泡水,-0.6927,0.1536,0.0748,0.0,0.0,0.65,0.0,0.1849,0.3,0.7319,0,0.0
S045,U045,R026,泰式奶红,-0.5076,0.2462,0.0754,0.0,0.0,1.0,0.0,0.2726,1.0,0.9477,0,0.3562
S045,U045,R027,泰式奶绿,-0.5269,0.2366,0.0743,0.0,0.0,1.0,0.0,0.2723,1.0,0.5232,0,0.3315
S045,U045,R028,冰橙伯爵鸳鸯茶,-0.7743,0.1129,0.0175,0.0,0.0,0.65,0.0,0.1677,1.0,0.5964,0,0.0
S045,U045,R029,伯爵红茶奶茶,-0.5339,0.2331,0.0879,0.0,0.25,1.0,0.0,0.3139,1.0,0.7962,0,0.3626
S045,U045,R030,焙茶豆乳,-0.4559,0.272,0.0817,0.0,0.25,1.0,0.0,0.312,1.0,0.9478,0,0.383
S045,U045,R031,抹茶豆乳,-0.6814,0.1593,0.0204,0.0,0.25,0.65,0.0,0.2061,1.0,0.7901,0,0.0
S045,U045,R032,抹茶拿铁,-0.7605,0.1197,0.0212,0.0,0.25,0.65,0.0,0.2063,1.0,0.6441,0,0.0
S045,U045,R033,燕麦奶抹茶拿铁,-0.6726,0.1637,0.01,0.0,0.25,0.65,0.0,0.203,1.0,0.8494,0,0.0
S045,U045,R034,椰奶抹茶拿铁,-0.7506,0.1247,0.0106,0.0,0.25,0.65,0.0,0.2032,1.0,0.5549,0,0.0
S045,U045,R035,杏仁奶抹茶拿铁,-0.7639,0.1181,0.01,0.0,0.25,0.65,0.0,0.203,1.0,0.9707,0,0.0
S045,U045,R036,港式鸳鸯,-0.7698,0.1151,0.0239,0.0,0.25,0.65,0.0,0.2072,1.0,0.6318,0,0.0
S045,U045,R037,拿铁,-0.7675,0.1163,0.02,0.0,0.25,0.65,0.0,0.206,1.0,0.8481,0,0.0
S045,U045,R038,燕麦奶拿铁,-0.6888,0.1556,0.0193,0.0,0.25,0.65,0.0,0.2058,1.0,0.7164,0,0.0
S045,U045,R039,椰奶拿铁,-0.7659,0.117,0.019,0.0,0.25,0.65,0.0,0.2057,1.0,0.5526,0,0.0
S045,U045,R040,杏仁奶拿铁,-0.7626,0.1187,0.0193,0.0,0.25,0.65,0.0,0.2058,1.0,0.9199,0,0.0
S045,U045,R041,拿铁（低咖啡因）,-0.7725,0.1137,0.0317,0.125,0.25,0.65,0.0,0.2345,1.0,0.6822,0,0.0
S045,U045,R042,燕麦奶拿铁（低咖啡因）,-0.762,0.119,0.0317,0.125,0.25,0.65,0.0,0.2345,1.0,0.564,0,0.0
S045,U045,R043,椰奶拿铁（低咖啡因）,-0.7772,0.1114,0.03,0.1111,0.25,0.65,0.0,0.2312,1.0,0.8099,0,0.0
S045,U045,R044,杏仁奶拿铁（低咖啡因）,-0.7716,0.1142,0.0317,0.125,0.25,0.65,0.0,0.2345,1.0,0.5604,0,0.0
S045,U045,R045,卡布奇诺,-0.7715,0.1143,0.018,0.0,0.25,0.65,0.0,0.2054,1.0,0.9717,0,0.0
S045,U045,R046,卡布奇诺（低咖啡因）,-0.7752,0.1124,0.0284,0.1111,0.25,0.65,0.0,0.2308,1.0,0.5853,0,0.0
S045,U045,R047,西班牙拿铁,-0.7687,0.1157,0.0167,0.0,0.25,0.65,0.0,0.205,1.0,0.9245,0,0.0
S045,U045,R048,西班牙拿铁（低咖啡因）,-0.77,0.115,0.0258,0.1111,0.25,0.65,0.0,0.23,1.0,0.8857,0,0.0
S045,U045,R049,摩卡,-0.7714,0.1143,0.0177,0.0,0.25,0.65,0.0,0.2053,1.0,0.6692,0,0.0
S045,U045,R050,燕麦奶摩卡,-0.7672,0.1164,0.0169,0.0,0.25,0.65,0.0,0.2051,1.0,0.9455,0,0.0
S045,U045,R051,椰奶摩卡,-0.7663,0.1168,0.0175,0.0,0.25,0.65,0.0,0.2052,1.0,0.8439,0,0.0
S045,U045,R052,杏仁奶摩卡,-0.7695,0.1153,0.0172,0.0,0.25,0.65,0.0,0.2052,1.0,0.6657,0,0.0
S045,U045,R053,摩卡（低咖啡因）,-0.772,0.114,0.0275,0.125,0.25,0.65,0.0,0.2333,1.0,0.5708,0,0.0
S045,U045,R054,燕麦奶摩卡（低咖啡因）,-0.7661,0.117,0.027,0.125,0.25,0.65,0.0,0.2331,1.0,0.875,0,0.0
S045,U045,R055,椰奶摩卡（低咖啡因）,-0.7743,0.1128,0.0266,0.1111,0.25,0.65,0.0,0.2302,1.0,0.6984,0,0.0
S045,U045,R056,杏仁奶摩卡（低咖啡因）,-0.7714,0.1143,0.027,0.125,0.25,0.65,0.0,0.2331,1.0,0.8167,0,0.0
S045,U045,R057,dirty,-0.7697,0.1152,0.0177,0.0,0.25,0.65,0.0,0.2053,0.7,0.8882,0,0.0
S045,U045,R058,燕麦奶dirty,-0.7665,0.1167,0.0172,0.0,0.25,0.65,0.0,0.2052,0.7,0.6947,0,0.0
S045,U045,R059,椰奶dirty,-0.7658,0.1171,0.0172,0.0,0.25,0.65,0.0,0.2052,0.7,0.6572,0,0.0
S045,U045,R060,杏仁奶dirty,-0.772,0.114,0.0172,0.0,0.25,0.65,0.0,0.2052,0.7,0.7428,0,0.0
S045,U045,R061,dirty（低咖啡因）,-0.774,0.113,0.0275,0.1111,0.25,0.65,0.0,0.2305,0.7,0.6523,0,0.0
S045,U045,R062,燕麦奶dirty（低咖啡因）,-0.7707,0.1146,0.0275,0.1111,0.25,0.65,0.0,0.2305,0.7,0.9115,0,0.0
S045,U045,R063,椰奶dirty（低咖啡因）,-0.7724,0.1138,0.0266,0.1,0.25,0.65,0.0,0.228,0.7,0.6972,0,0.0
S045,U045,R064,杏仁奶dirty（低咖啡因）,-0.773,0.1135,0.0275,0.1111,0.25,0.65,0.0,0.2305,0.7,0.5453,0,0.0
S045,U045,R065,热可可,-0.5388,0.2306,0.1368,0.2,0.5625,1.0,0.0,0.4154,1.0,0.5458,0,0.3949
S045,U045,R066,燕麦奶热可可,-0.3896,0.3052,0.1331,0.2,0.5625,1.0,0.0,0.4143,1.0,0.9405,0,0.4403
S045,U045,R067,杏仁奶热可可,-0.432,0.284,0.1331,0.2,0.5625,1.0,0.0,0.4143,1.0,0.9687,0,0.4343
S045,U045,R068,玫瑰椰椰烤奶,-0.5247,0.2377,0.1016,0.125,0.5,1.0,0.0,0.3805,1.0,0.9877,0,0.4038
S045,U045,R069,玫瑰菊花茶,0.4006,0.7003,0.1944,0.25,0.5556,1.0,0.0,0.4417,1.0,0.9487,1,0.6413
S045,U045,R070,玫瑰陈皮茶,-0.1249,0.4376,0.1911,0.1667,0.5556,1.0,0.0,0.424,1.0,0.7035,0,0.4791
S045,U045,R071,金银花菊花茶,0.3854,0.6927,0.1981,0.2,0.5556,1.0,0.0,0.4328,1.0,0.7067,1,0.6225
S045,U045,R072,菊花柠檬茶,-0.6693,0.1654,0.1756,0.1429,0.5556,1.0,0.0,0.4146,1.0,0.5806,0,0.3735
S045,U045,R073,薰衣草柠檬茶,-0.6608,0.1696,0.1746,0.125,0.5556,1.0,0.0,0.4107,1.0,0.9465,0,0.3915
S045,U045,R074,百花茶,0.0823,0.5411,0.1895,0.2,0.5556,1.0,0.0,0.4302,1.0,0.5366,1,0.5598
S045,U045,R075,洛神花玫瑰茶,-0.09,0.455,0.1785,0.2,0.5556,1.0,0.0,0.4269,1.0,0.743,0,0.4885
S045,U045,R076,洛神花苹果茶,-0.5491,0.2254,0.176,0.1667,0.5556,1.0,0.0,0.4195,1.0,0.9046,0,0.4129
S045,U045,R077,金银花荷叶茶,-0.118,0.441,0.1825,0.2,0.5556,1.0,0.0,0.4281,1.0,0.7708,1,0.5355
S045,U045,R078,百合玫瑰茶,0.4476,0.7238,0.2,0.25,0.5556,1.0,0.0,0.4433,1.0,0.9315,1,0.6494
S045,U045,R079,陈皮苹果茶,-0.7724,0.1138,0.188,0.1667,0.5556,1.0,0.0,0.4231,1.0,0.5872,0,0.3596
S046,U046,R001,薄荷柠檬气泡茶,-0.7422,0.1289,0.0685,0.0,0.0,1.0,0.0,0.2705,0.7,0.8774,0,0.2807
S046,U046,R002,蜂蜜柠檬茶,-0.4254,0.2873,0.0774,0.0,0.0,1.0,0.0,0.2732,0.7,0.7548,0,0.3312
S046,U046,R003,葡萄柠檬茉莉花茶,-0.6271,0.1865,0.0774,0.0,0.0,1.0,0.0,0.2732,0.7,0.6647,0,0.2914
S046,U046,R004,青柠桂花蜜乌龙,-0.5542,0.2229,0.0689,0.0,0.0,1.0,0.0,0.2707,0.7,0.7388,0,0.3068
S046,U046,R005,百香果乳酸绿茶,-0.5406,0.2297,0.0979,0.0,0.0556,1.0,0.0,0.2877,0.7,0.7725,0,0.3185
S046,U046,R006,百香果美式,-0.7189,0.1405,0.0805,0.0,0.0,1.0,0.0,0.2741,0.7,0.9294,0,0.289
S046,U046,R007,百香果美式（低咖啡因）,-0.1969,0.4016,0.1657,0.0,0.05,1.0,0.0,0.3072,0.7,0.6925,1,0.4334
S046,U046,R008,杨枝甘露,-0.2865,0.3567,0.2278,0.0,0.0625,1.0,0.0,0.3277,0.3,0.5756,0,0.0
S046,U046,R009,鲜橙绿茶,-0.7081,0.1459,0.0675,0.0,0.0,1.0,0.0,0.2703,0.7,0.7365,0,0.2795
S046,U046,R010,橙C美式,-0.7292,0.1354,0.0799,0.0,0.0,1.0,0.0,0.274,0.7,0.7798,0,0.2797
S046,U046,R011,橙C美式（低咖啡因）,-0.1752,0.4124,0.178,0.0,0.0556,1.0,0.0,0.3117,0.7,0.6599,1,0.4376
S046,U046,R012,鲜橙养乐多,-0.0103,0.4948,0.2258,0.0,0.0625,1.0,0.0,0.3271,0.7,0.7386,1,0.4773
S046,U046,R013,草莓奶昔,-0.1771,0.4115,0.2237,0.0,0.0714,1.0,0.0,0.3278,0.7,0.5416,0,0.0
S046,U046,R014,蓝莓奶昔,-0.1326,0.4337,0.2244,0.0,0.0625,1.0,0.0,0.3267,0.7,0.8053,0,0.0
S046,U046,R015,桃桃乌龙,-0.4455,0.2772,0.0761,0.0,0.0,1.0,0.0,0.2728,0.7,0.5005,0,0.3148
S046,U046,R016,芒果奶昔,-0.1862,0.4069,0.223,0.0,0.0625,1.0,0.0,0.3263,0.7,0.9903,0,0.0
S046,U046,R017,柠迭莓萝气泡水,-0.5234,0.2383,0.0736,0.0,0.0,1.0,0.0,0.2721,0.3,0.5038,0,0.261
S046,U046,R018,茉莉苹果奶绿,-0.6145,0.1928,0.0676,0.0,0.0,1.0,0.0,0.2703,0.7,0.5136,0,0.0
S046,U046,R019,荔枝白茶,-0.4879,0.256,0.0761,0.0,0.0,1.0,0.0,0.2728,0.7,0.7603,0,0.3204
S046,U046,R020,超级吨吨桶,-0.7296,0.1352,0.1449,0.0,0.0556,1.0,0.0,0.3018,0.3,0.9489,0,0.2606
S046,U046,R021,芝士奶盖铁观音,-0.6487,0.1757,0.075,0.0,0.0,0.65,0.0,0.185,0.7,0.8968,0,0.0
S046,U046,R022,抹茶椰青美式,-0.7273,0.1364,0.0805,0.0,0.0,1.0,0.0,0.2741,1.0,0.6084,0,0.3015
S046,U046,R023,草莓抹茶椰,-0.5514,0.2243,0.0734,0.0,0.0,1.0,0.0,0.272,0.7,0.5854,0,0.3002
S046,U046,R024,柠檬草薄荷气泡水,-0.5553,0.2223,0.0764,0.0,0.0,1.0,0.0,0.2729,0.7,0.7652,0,0.3089
S046,U046,R025,蝶豆花柠檬气泡水,-0.5463,0.2268,0.0832,0.0,0.0,1.0,0.0,0.275,0.3,0.9044,0,0.2784
S046,U046,R026,泰式奶红,-0.73,0.135,0.0704,0.0,0.0,1.0,0.0,0.2711,1.0,0.8955,0,0.0
S046,U046,R027,泰式奶绿,-0.7524,0.1238,0.0693,0.0,0.0,1.0,0.0,0.2708,1.0,0.7909,0,0.0
S046,U046,R028,冰橙伯爵鸳鸯茶,-0.7286,0.1357,0.0712,0.0,0.0,1.0,0.0,0.2714,1.0,0.8602,0,0.3126
S046,U046,R029,伯爵红茶奶茶,-0.7637,0.1181,0.0734,0.0,0.0,1.0,0.0,0.272,1.0,0.7575,0,0.0
